place_id,place_name,review_id_hash,rating,review_text,published_at,Fecha,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,2aaddca5f23d64be6781d500cb1cd63d,5,"Hermoso paisaje, muy buen trato de la gente del lugar al turista. Excelente para hacer Kayak o botes.",2 years ago,2022-04-25,,,,0,19.0,43.0,True,"Beautiful landscape, very good treatment from the local people to the tourist. Excellent for kayaking or boating.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,0baca4b31bdb5dec854b2fd3f44efac5,5,Paisaje impresionante,a year ago,2023-04-25,,,,0,89.0,128.0,True,Stunning landscape,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,f6d715453641b65b7340bed80c9b7ed3,5,"Hermoso lugar, muy tranquilo para pasar el rato...",a year ago,2023-04-25,,,,0,35.0,,False,"Beautiful place, very quiet to hang out...",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,97740ba50d922039a5a3cc272d8242e0,5,Hermosa playa con poco viento. Aguas transparentes. El atardecer embellece mas. Playa de arena Ideal para ninos,2 years ago,2022-04-25,,,,0,21.0,13.0,True,Beautiful beach with little wind. Transparent waters. The sunset beautifies more. Sandy beach Ideal for children,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,01000f4e807e4a70c85568f977a9305c,5,"Hermoso lugar, maravilloso paisaje argentino, no hay palabras para describir un lugar tan bello, con su playa, su pequeno muelle, realmente una belleza",3 years ago,2021-04-25,,,,0,1046.0,3810.0,True,"Beautiful place, wonderful Argentine landscape, there are no words to describe such a beautiful place, with its beach, its small pier, truly a beauty",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,b700f8a530971309cd19e378a3aa6a8a,5,Hermoso lugar!!,5 years ago,2019-04-25,,,,0,37.0,306.0,True,Beautiful place!!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,dfb0ced1a2ee30c5b29216ff16378e25,5,Increible lugar. Muy lindo,a year ago,2023-04-25,,,,0,33.0,7.0,False,Incredible place. Very pretty,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,7eb46ed72263245f4270ba77e488e68e,5,"Hermosa playa, con lugares de sombra y las aguas hermosas, tenes algunos lugares para reservar y hacer catamaran, kayak, etc. Muy lindo todo!!",3 years ago,2021-04-25,,,,0,52.0,44.0,True,"Beautiful beach, with shaded places and beautiful waters, you have some places to reserve and do catamaran, kayak, etc. Everything is very nice!!",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,8081bdf191320400fb3a9f8f6b2c6d77,5,"Es un lugar hermoso, las playas del lago, el agua, la tranquilidad",a year ago,2023-04-25,,,,0,57.0,9.0,False,"It is a beautiful place, the lake beaches, the water, the tranquility",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,4e799ca2e80f6037cbfc0fc3e623b132,5,Vista desde un mirador de la Peninsula de Quetrihue,6 months ago,2023-10-25,,,,0,169.0,968.0,True,View from a viewpoint of the Quetrihue Peninsula,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c3393e0968b4f4687c25afface3e6d7b,5,Solo fui a recorrer el lugar. Ase mucho que fui .esta muy lindo. Bien cuidado.,a year ago,2023-04-25,,,,0,16.0,33.0,False,I just went to tour the place. As much as I went. Its very nice. Well kept.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,ac01149b84c0387eefebf78491b6a73f,5,Acessos a los miradores gratis. Vale la pena.,2 years ago,2022-04-25,,,,0,129.0,567.0,True,Free access to the viewpoints. Its worth it.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,640f55756b9b132fd5f14317178b9ca7,5,Hermoso lugar,5 months ago,2023-11-25,,,,0,37.0,13.0,True,Beautiful place,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,e2894af9fcfa2fd67d5fbcac5f11953d,5,Excelente lugar.  Y buena comida,2 years ago,2022-04-25,,,,0,65.0,226.0,True,Excellent place. and good food,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d4cf337caa346efd130c7f4a9a655c64,5,Viejos tiempos !!!! Excelente el guiso patagonico ! Me gusto mucho el lugar ! Buena atencion ! Precios normales ! Segunda vez q paso por ahi a comer !!!,2 years ago,2022-04-25,,,,0,47.0,72.0,True,Old days !!!! Excellent Patagonian stew! I really liked the place! Good attention ! Normal prices! Second time Ive been there to eat!!!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,b1500ff85d54c9a88c05dce945a5c221,5,Difrutamos mucho la tranquilidad del agua y el viento. Un lugar excelente para pasar el dia!,2 years ago,2022-04-25,,,,0,73.0,109.0,True,We really enjoyed the tranquility of the water and the wind. An excellent place to spend the day!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,234050926b54b2480f62ffec6ef6971a,5,"Muy lindo lugar. Tranquilo. Estuve de paso nomas, pero me he llevado una hermosa imagen del sitio.",5 years ago,2019-04-25,,,,0,88.0,6.0,True,"Very nice place. Dont worry. I was just passing through, but I took a beautiful image of the site.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c7f6f4bb2dc906a6b324232b15d010e2,5,Divine place!!!! The place of Villa La Angostura!!! You can rent water bike and kayak Going out front there are nice places to eat,2 years ago,2022-04-25,,,,0,22.0,2.0,False,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c7fd1e9b7ce0620da024301712ec1d39,5,"Bellisima! Ideal para relajarse y compartir unos mates,el paisaje increible!",3 years ago,2021-04-25,,,,0,40.0,48.0,True,"Beautifull! Ideal to relax and share some mates, the incredible landscape!",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,5005ddc1ee61ed1dbd0114db44f5bcfa,5,Hermosa vista.,3 years ago,2021-04-25,,,,0,118.0,112.0,False,Beautiful view.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,887ea6f8df86961103f5d956440f9add,5,Hermoso lugar !!!,a year ago,2023-04-25,,,,0,465.0,2389.0,True,Beautiful place !!!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,fb2b98b296180c0e431aed58e0464b05,5,Llevate el alma bien fresca asi se te llena de belleza. Sorprende lo que se ve,a year ago,2023-04-25,,,,0,105.0,30.0,True,Keep your soul very fresh so it fills you with beauty. Surprising what you see,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,47d384fe90d4df0465d3256afdd47980,5,Hermosa vista. Ideal para pasar la tarde con amigos o familia y ninos.,2 years ago,2022-04-25,,,,0,82.0,30.0,True,Beautiful view. Ideal to spend the afternoon with friends or family and children.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,f69a2a04b071f5261d5ffb707845c755,5,El agua helada tipo de frezzer je. Hermoso para pasar el dia a puro mate y familia,a year ago,2023-04-25,,,,0,42.0,3.0,False,The ice water type of frezzer heh. Beautiful to spend the day with pure mate and family,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,169837fdcd3c61f83ed9d9844a55b6ec,5,"Hermoso lugar ,paisaje precioso",a year ago,2023-04-25,,,,0,11.0,3.0,False,"Beautiful place, beautiful landscape",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,70b79b37a74ad03f7bd93bad9fb9e6e1,5,Belleza total.,2 months ago,2024-02-25,,,,0,55.0,11.0,True,Total beauty.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,afd6c8027aec659462a41f2ffec9db3a,5,Muy lindo paisaje me toco justo los dias de enero de frio pero hermoso,2 years ago,2022-04-25,,,,0,43.0,4.0,True,Very nice landscape I had just on cold but beautiful January days,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,b211a41eb7129b31db7bf479d318ff65,5,"Bahia mansa es un lugar muy pintoresco. Desde alli sale un catamaran que te lleva a el bosque de arrayanes. Podes tomarlo ida y vuelta, o ida y volver  caminando por el bosque.",3 years ago,2021-04-25,,,,0,67.0,153.0,True,"Bahia mansa is a very picturesque place. From there a catamaran leaves that takes you to the myrtle forest. You can take it round trip, or round trip walking through the forest.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,53985e0fc4e07f0a0828f11d28db1a1e,5,Hermoso lugar! En verano es ideal para disfrutar de la vista increible que hay y de la playita. Lo super recomiendo!,5 years ago,2019-04-25,,,,0,41.0,4.0,True,Beautiful place! In summer it is ideal to enjoy the incredible view and the beach. I highly recommend it!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,8b539ad1714bc549885e88f7c28125bc,5,Bellisimo lugar! Los lugarenos super amigables,2 years ago,2022-04-25,,,,0,88.0,67.0,True,Beautiful place! Super friendly locals,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d4842527033e1588a50c809ae34fdf5c,5,"Llegar al mirador es en subida, no es tan facil pero vale la pena realmente. Llevar zapatillas porque hay muchas raices y mucho polvo en el camino. Hay sombras.",3 years ago,2021-04-25,,,,0,53.0,76.0,True,"Getting to the viewpoint is uphill, it is not that easy but it is really worth it. Wear sneakers because there are many roots and a lot of dust on the path. There are shadows.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,5fa2a001f44be85626f32eccfa6edf91,5,"Hermoso lugar! Super tranquilo para pasar la tarde, se pueden alquilar kayaks, botes a pedal y paseos en",6 years ago,2018-04-25,,,,0,41.0,68.0,True,"Beautiful place! Super quiet to spend the afternoon, you can rent kayaks, pedal boats and rides",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,4cbac1db0e719f077567a15f210f8fb5,5,Great place to take a walk or share a small picnic. There is a nice restaurant near it. Great views. Amazing place to take pictures,4 years ago,2020-04-25,,,,0,81.0,8.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,15428b49667c4811c0b6b25436bc5191,5,Maravilloso lugarcito,5 months ago,2023-11-25,,,,0,70.0,45.0,True,Wonderful little place,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,bb12b9309d979338499422610c7846e6,5,"Lindisima playita, hay feria artesanal y lugares de comidas....vale la pena, ademas no es lejos del centro, ideal para una linda caminata",3 years ago,2021-04-25,,,,0,11.0,,False,"Beautiful little beach, there is a craft fair and food places...its worth it, its also not far from the center, ideal for a nice walk",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,f38825a6b7d08c94b9215fa53b77e22a,5,"Hermosa bahia de Villa la angostura. Con lugares para comer, alquiler de excursiones, kayak y botes. Tambien es balneario publico.",2 years ago,2022-04-25,,,,0,241.0,550.0,True,"Beautiful bay of Villa la Angostura. With places to eat, excursion, kayak and boat rentals. It is also a public spa.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,96aaa0b5898be233e07ee20817f5c9bd,5,Todo perfecto. Accesos ok.,6 months ago,2023-10-25,,,,0,9.0,,False,All perfect. Access ok.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,996c0d9e03109f8b8381da2011dfde3f,5,"Un lugar mas lindo que el otro .desde el muelle hay una excelente vista ,la bahia lindo lugar, el agua una de las mas frias de la zona",2 years ago,2022-04-25,,,,0,52.0,32.0,True,"A nicer place than the other. From the pier there is an excellent view, the bay is a nice place, the water is one of the coldest in the area.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d9b9fb0a6209dcb859bf511e7cd404cb,5,Hermoso lugar para pasar el dia,2 years ago,2022-04-25,,,,0,62.0,882.0,True,Beautiful place to spend the day,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,207502a630848a1e46fead184f733df9,5,"Un lugar hermoso, muy tranquilo. Super recomendable la playa",2 years ago,2022-04-25,,,,0,17.0,2.0,False,"A beautiful place, very quiet. The beach is highly recommended",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,dbcf5a5fccc76d3d13f48605fd3c0a46,5,"One of the best Argentine beaches I went to. Friendly people, public bathrooms and its free!",2 years ago,2022-04-25,,,,0,159.0,29.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c8dc31bd5d5ecc8167046ce6307df55d,5,Bellisima vista desde el sendero de la Peninsula Quetrihue.,a year ago,2023-04-25,,,,0,14.0,9.0,False,Beautiful view from the Quetrihue Peninsula trail.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c40eb401e48e51f890408d67f81c427a,5,Lugar de alucinante belleza,a year ago,2023-04-25,,,,0,175.0,1489.0,True,Place of amazing beauty,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,84965cc20889e648a9b43c0a85195f2e,5,"Excelente lugar con una hermosa playa, lago y una feria para visitar antes o despues de una tarde de sol.",5 years ago,2019-04-25,,,,0,297.0,257.0,True,"Excellent place with a beautiful beach, lake and a fair to visit before or after a sunny afternoon.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,91e20d68192ee492efd3c80c9f1a5211,5,"Beautiful place!!! I fell in love, to visit always...",2 years ago,2022-04-25,,,,0,82.0,489.0,False,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,7c1addc0eb11d0819dd38808bdcdbe41,5,"Hermoso lugar, ideal para tirarse del muelle cuando los de prefectura no te ven.",3 years ago,2021-04-25,,,,0,22.0,42.0,True,"Beautiful place, ideal for jumping off the pier when the prefecture doesnt see you.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,19777fc343db40ae509c5af4f44b74af,5,Lugar con una vista hermosa. Se puede embarcar para ir al bosque de arrayanes.,2 years ago,2022-04-25,,,,0,44.0,50.0,True,Place with a beautiful view. You can board to go to the myrtle forest.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d4cfee023569450d7609b60ead203b69,5,Hermoso lugar con agua cristalina para refrescarse. Alquilan kayak por $200 la hora.,7 years ago,2017-04-25,,,,0,121.0,157.0,True,Beautiful place with crystal clear water to cool off. They rent kayaks for $200 an hour.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,80a67866f3ee2d5a3417c48b89bdd2dd,5,"Es un lugar bellisimo, donde la naturaleza se.manifiesta en su esplendor.",2 years ago,2022-04-25,,,,0,246.0,85.0,True,"It is a beautiful place, where nature manifests itself in its splendor.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,3bbf337d21ec144cdcb16daad3a105f2,5,"Si queres paz,este es el lugar indicado para pasar el dia,y cerca de la playa hay banos publicos.",4 years ago,2020-04-25,,,,1,63.0,274.0,True,"If you want peace, this is the right place to spend the day, and there are public bathrooms near the beach.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d02297cdc18f04fd61b129ae1e27a381,5,Hermoso lugar. Digno de visitarlo,2 years ago,2022-04-25,,,,0,17.0,21.0,False,Beautiful place. Worth visiting,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,32597728f89840ef4c49b1c4892409c1,5,Un paisaje de pelicula!,5 years ago,2019-04-25,,,,0,48.0,484.0,True,A movie landscape!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,40961e0141493baa68560a3b6b3f9394,5,Hermoso,3 months ago,2024-01-25,,,,0,44.0,16.0,True,Beautiful,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,471f703533c5293aa1a543e90f0976f8,5,Sonado este Lugar,2 years ago,2022-04-25,,,,0,446.0,603.0,True,Dreamed of this place,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,0d75545f205c8a14594b0d13e57bb50b,5,Divina esa playa... chica pero hermosa,2 years ago,2022-04-25,,,,0,83.0,159.0,True,Divine that beach... small but beautiful,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,33c923b7ad2295badc6f2149e9a8813b,5,Hermoso lugar para recorrer,a year ago,2023-04-25,,,,0,70.0,26.0,True,Beautiful place to visit,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,d3bca059e396c125df12cc7250bb1c14,5,"Espectacular el paisaje, el muelle, la arena, el agua esmeralda",2 years ago,2022-04-25,,,,0,35.0,,False,"Spectacular landscape, the pier, the sand, the emerald water",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,511c4b283fa1401e88336e2c02e74df1,5,Beautiful place Easy to access It looks like it came out of an art painting Or the right thing to say would be that this place inspires works of art,a year ago,2023-04-25,,,,0,175.0,5939.0,True,Lugar lindo De facil acesso Parece ter saido de um quadro de arte Ou o certo a dizer seria  que este lugar e que inspira obras de arte,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,a5946f2707bed22a2c71304b4ec7543a,5,"Wonderful place, super safe and beautiful!",4 months ago,2023-12-25,,,,0,8.0,2.0,False,"Lugar maravilhoso, super seguro e lindo!",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,f49b27b57ffdd413078a21c31be45ab0,5,"Just 10 minutes by taxi from the center, worth the visit.",3 months ago,2024-01-25,,,,1,66.0,42.0,True,"Apenas 10 minutos de taxi do centro, vale a visita.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,74383f2907874e2688cc5e7a245a0cc6,5,"One of the most incredible tourist attractions in Villa la Angostura. Access is via a trail of approximately 1 km through the entrance to Parque Nacional los Arrayanes. You dont have to pay to just do the trail to the Mirador. If you want to take a trail of around 7 hours through the park, you have to pay. In October 2019 the cost for foreigners is 400 Argentine pesos. Its very worth it. The view is surreally beautiful!",4 years ago,2020-04-25,,,,2,139.0,2381.0,True,Um dos pontos turisticos mais incriveis de Villa la Angostura. O acesso e por meio de uma trilha de cerca de 1 km pela entrada do Parque Nacional los Arrayanes. Para fazer apenas a trilha para o Mirador nao tem que pagar. Caso deseje fazer uma trilha de cerca de 7 horas pelo parque paga-se. Em outubro de 2019 o valor para estrangeiro e de 400 pesos argentinos. Vale muito a pena. A vista e surreal de linda!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,89cb3b1b70e3db92fdb6e5c78c5703b8,5,Incredible place... what a landscape. The color tone of the water changes as the sun shines...,a year ago,2023-04-25,,,,0,47.0,21.0,True,Lugar incrivel... que paisagem.  A tonalidade da cor da agua muda conforme o sol bate...,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c920b171989fc6b0c90b3c81f4b73d6f,5,"When you arrive, you will find a square with a restaurant and a beautiful pier on the beach to enjoy the surrounding mountains. We went on a very snowy day in July, despite the cold and the weather being very closed we were able to enjoy this wonderful landscape.",a year ago,2023-04-25,,,,0,24.0,74.0,True,"Ao chegar voce encontra uma praca com restaurante e na praia um pier lindo para apreciar as montanhas ao redor. Fomos em um dia de muita nevasca em Julho, apesar do frio e estar bem fechado o tempo conseguimos apreciar bem esta paisagem maravilhosa.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,17a56340aa3f478e582dab3e897d41b2,5,Beautiful and charming place in Villa Angostura! Where some boat trips leave for the region!,a year ago,2023-04-25,,,,1,115.0,474.0,True,Lugar lindo e charmoso de Villa Angostura! De onde saem alguns passeios de barcos para a regiao!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,66b786e7309c06dc536b9b87980caa75,5,The place fills your eyes with so much beauty. Too handsome!,a year ago,2023-04-25,,,,0,108.0,229.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,510536d8b17ed2f810e2de4fe5e557fc,5,Wonderful place!!! We took a Catamaran tour around Bahia.,a year ago,2023-04-25,,,,0,133.0,505.0,False,Lugar maravilhoso!!! Fizemos um passeio de Catamara pela Bahia.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,e8ea704a1578ec160ceb5c1842519137,5,Excellent call to get to know and spend a few hours there. The color of the water is stunning.,3 months ago,2024-01-25,,,,0,11.0,7.0,False,Ligar excelente para conhecer e gastar umas horas por ali. A cor da agua e deslumbrante.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,18ea4c2ae2b5c2c75718542fe4495d81,5,Beautiful. Bahia Mansa in a greenish blue or vice versa where you can swim. It has a beach with a strip of sand and a divine landscape.,a year ago,2023-04-25,,,,0,351.0,1281.0,True,Lindo. A Bahia Mansa num azul esverdeado ou vice versa onde pode-se nadar.Tem a praia com faixa de areia e paisagem divina.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,34ea7357580f40c4ca86dc0744376fbe,5,"Several trails, each with a beautiful view. Take water.",a year ago,2023-04-25,,,,0,159.0,291.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,e0844999eca971dd233b5d40e4410ed3,5,Beautiful place to get in touch with nature and drink a good beer.,4 years ago,2020-04-25,,,,0,36.0,94.0,True,Lindo lugar para ter contato com a natureza e beber uma boa cerveja.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,697bbfbdb568b2241840452037fdbe3a,5,Port region of Villa Angostura - Argentina. It has a pier for large boats. Used as a port for private boats and fishermen.,a year ago,2023-04-25,,,,0,506.0,1264.0,True,Regiao portuaria de Villa Angostura - Argentina. Conta com pier para grandes barcos. Utilizada como porto para embarcacoes particulares e de pescadores.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,2237f2c89d83724c64dcd599ede7a8f3,5,"Wonderful place, peaceful and conveys a lot of peace",a year ago,2023-04-25,,,,0,12.0,25.0,True,"lugar e maravilhoso , tranquilo e transmite muita paz",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,84c1d1104b9b40dd8b014cb2a5dd8c36,5,"Excellent place for a walk, unpaved road but in perfect condition with little traffic even in summer. A great walk between the farm and beautiful houses on the edge of the lake, which is wonderful with some small beaches with ice-cold water and little boats floating in mirror-like emerald waters.",a year ago,2023-04-25,,,,0,192.0,232.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,399ba2cce522df494133939ec1f3defc,5,"Beautiful, one of the most beautiful places in the area!",4 years ago,2020-04-25,,,,0,69.0,117.0,True,"Precios, dels llocs mes bonics de la zona!",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,4a5a3772b2b4c0bdaeab85c6d3cb4df2,5,Amazing place! Beautiful!,2 months ago,2024-02-25,,,,0,6.0,,False,Lugar incrivel! Lindo!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,df3dfb222510c859c8932ff9c8e27b40,5,"I love this place. Incomparable beauty, it has a lot to offer such as leisure, beaches, walks on the lakes. The region has many restaurants, bars, bakeries, ice cream shops and supermarkets. This is the second time I visit and I intend to come back many more times.",a year ago,2023-04-25,,,,0,199.0,47.0,True,"Amo esse lugar.  Beleza incomparavel, tem muito a oferecer como lazer , as prainhas , passeios nos lagos.  A regiao tem muitos restaurantes, bares , padarias, sorveterias e supermercados. E  a segunda vez que visito e pretendo voltar muitas vezes mais.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,fe45c8e0609db6afd7307ccf4e4c9ee8,5,"What a nice place... One of those places where just sitting and watching people pass by is worth the trip. But its still beautiful, there are boat trips, trails, museums and lakes to play with the kids, the dog or just admire. I already want to go back!",a year ago,2023-04-25,,,,0,161.0,154.0,True,"Que lugar gostoso... Daqueles que so de sentar e ver as pessoas passando ja vale o passeio. Mas ainda e lindo, tem passeios de barco, trilhas, museus e lagos para brincar com as criancas, o cachorro ou ficar admirando. Ja quero voltar!",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,18900530ccdf0621e5314f445731ef4d,5,Divine stop to enjoy the landscape,a year ago,2023-04-25,,,,0,67.0,47.0,True,Divina parada para desfrutar a paisagem,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,1074191160375083b1ff8279b9d42f9d,5,The place is so beautiful,3 months ago,2024-01-25,,,,0,8.0,,False,O lugar e lindo de mais,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,ff4738a9943942028259f72a9ac528bb,5,"A beautiful place that deserves to be visited slowly. There are many viewpoints of unique beauty!! Access is very good, via paved road.",a year ago,2023-04-25,,,,0,87.0,67.0,True,"Lugar lindo e que merece ser visitado com calma. Ha muitos mirantes de beleza unica!! O acesso e muito bom, por via asfaltada.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,63ac5fe363acebc570cfbffd8f149740,5,"Bahia Mansa, Villa la Angustura is so beautiful",a year ago,2023-04-25,,,,0,5.0,3.0,False,"Lindo demais a Bahia Mansa , Villa la Angustura",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,dadb12f76b1584e9c78ed0341edfccd1,5,"Incredible place with a beautiful beach with cold waters, but so clean that they enchant anyone who arrives",a year ago,2023-04-25,,,,0,136.0,148.0,True,"Incrivel lugar com uma belissima praia de aguas geladas, mas tao limpas que encantam qualquer um que chega",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,6171623898e563d2c337599050271adb,5,Location with very beautiful and preserved views,4 years ago,2020-04-25,,,,0,99.0,966.0,True,Local com vista muito bonita e preservado,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,388398f8899817b86b521f573da11b3a,5,Beautiful!,a year ago,2023-04-25,,,,0,601.0,1015.0,True,Linda!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c680e65d22eda8d2f43382482ef6ba09,5,,a year ago,2023-04-25,,,,0,62.0,224.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,0a682372b82704c87e634c4ac45d04bf,5,Beautiful and extremely pleasant place.,a year ago,2023-04-25,,,,1,519.0,175.0,True,Local lindo e extremamente agradavel.,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,52776fa37f506b6f4a239b9e1e98ae53,5,Beautiful!!!,a year ago,2023-04-25,,,,0,95.0,103.0,True,Bellisimo!!!,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,bf6c15105a0aba6949b0e49ecce9bb66,5,"The walk there is a little tiring, a lot of climbing, but the view is worth it.",4 years ago,2020-04-25,,,,0,48.0,145.0,True,"A caminhada ate la e um pouco cansativa, muita subida, mas vale a pena a vista.",
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,8337c8a77da43a418422a7493b3d5ee5,5,,a year ago,2023-04-25,,,,0,5.0,4.0,False,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,a5ed5d465f4caf62ffab29f58ddd932c,5,Magical,2 months ago,2024-02-25,,,,0,50.0,139.0,False,Magico,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,f4cebbd6d2bd6b5711524de357c67c3f,5,,a year ago,2023-04-25,,,,0,12.0,62.0,False,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,783a579b681769b4f5c4421d65a9a207,5,,a year ago,2023-04-25,,,,0,10.0,86.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,3f760a2837d59d8a7e0ead07cae1a3a2,5,Beautiful place to spend the day,a year ago,2023-04-25,,,,0,34.0,5.0,True,Lugar lindo para passar o dia,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,c2280972b371871c8e1d3ca21d336a67,5,,a year ago,2023-04-25,,,,0,100.0,1187.0,True,,
ChIJUydX4C-_EJYRWIZbBAF300s,Bahia Mansa,302887b7095ee9407008fff11d4cc7f5,5,,a year ago,2023-04-25,,,,0,5.0,61.0,False,,
