Fecha,Feriado,place_id_dataGoogleMaps,place_name_dataGoogleMaps,review_id_hash_dataGoogleMaps,rating_dataGoogleMaps,review_text_dataGoogleMaps,published_at_dataGoogleMaps,response_from_owner_text_dataGoogleMaps,response_from_owner_ago_dataGoogleMaps,response_from_owner_date_dataGoogleMaps,review_likes_count_dataGoogleMaps,total_number_of_reviews_by_reviewer_dataGoogleMaps,total_number_of_photos_by_reviewer_dataGoogleMaps,is_local_guide_dataGoogleMaps,review_translated_text_dataGoogleMaps,response_from_owner_translated_text_dataGoogleMaps,Ciudad_dataClima,Latitud_dataClima,Longitud_dataClima,Forecast_dataClima,Temperatura Promedio (°C)_dataClima,Temperatura Maxima (°C)_dataClima,Temperatura Minima (°C)_dataClima,Precipitación (mm)_dataClima,Nieve (cm)_dataClima,Humedad(%)_dataClima,Visibilidad (km)_dataClima,Velocidad Viento(m/s)_dataClima,Amanecer (s)_dataClima,Atardecer (s)_dataClima,Forecast Time_dataClima,Usuario_dataTiktok,Descripción_dataTiktok,Vistas_dataTiktok,Hashtags_dataTiktok,Origen_dataTiktok,user,device_timestamp,like_count,comment_count
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,cc7921fd90a53871b10824595b8524a7,4.0,,2 years ago,,,,0.0,8.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3d4b99c40e0246073d5a0beb4529277c,4.0,,2 years ago,,,,0.0,77.0,971.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,60d058aa724ea797f387876188e31370,4.0,,2 years ago,,,,0.0,154.0,566.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b39325ca9609a477814c9a75b24d4ba4,4.0,,2 years ago,,,,0.0,33.0,97.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,19f992daa818af29cc01b5f2a0b01b44,4.0,,2 years ago,,,,0.0,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b9d49180a50e03496abdd2a0a59bbe0d,4.0,,2 years ago,,,,0.0,46.0,196.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,7addea190303ad6ebc6a6c7f8f1ba11b,4.0,,2 years ago,,,,0.0,5.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,edd1d7b56d975a71dbe93f71f0778c7a,4.0,,2 years ago,,,,0.0,145.0,157.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d4d843f0563398336824236bbfa20aa2,4.0,,2 years ago,,,,0.0,2.0,7.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b7d94c9d01def02531f18503b86f09e0,4.0,,2 years ago,,,,0.0,6.0,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d3367c4521959d0efc02b6d7b24a7c4c,4.0,,2 years ago,,,,0.0,11.0,28.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,609a24957a734a92788bf86b29cdc534,4.0,,2 years ago,,,,0.0,21.0,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,90ae1c7a83043315573fb0ac6ca613bc,4.0,,2 years ago,,,,0.0,22.0,116.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,fef0db1f30480033d633ae4555055d8a,4.0,,2 years ago,,,,0.0,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e2d7f0ed37a1010d73d807a732ae996c,4.0,,2 years ago,,,,0.0,47.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c7a995583cf08f0199e514d85317c4f1,4.0,,2 years ago,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2b5ab9abd9bd00c6717fee559217b5cb,4.0,,2 years ago,,,,0.0,21.0,76.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ac18c03de4aa5b3547e77433b3bafaa2,4.0,,2 years ago,,,,0.0,11.0,17.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,27aa535ce58f9dc86bc7ebfb1fb0e0e7,5.0,,2 years ago,,,,0.0,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,8a78212744c5c92ede401b673184788a,4.0,Hermoso lugar,2 years ago,,,,0.0,27.0,30.0,True,Beautiful place,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6d2fc6cb2d2ec717e0db64d44448f7ec,5.0,,2 years ago,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ae33e4c47501f111970201edf8af98f4,5.0,Un lugar para disfrutar de la majestuosidad de la naturaleza..,2 years ago,,,,0.0,67.0,59.0,True,A place to enjoy the majesty of nature.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b2ed88e09d112bdcdeb20bb0698b4010,5.0,"Un lugar magico en Villa La Angostura para ir a pasar el dia. Se complica un poco encontrar estacionamiento para el vehiculo, pero siempre algo hay. Hay alquiler de kayaks. En el momento en que fuimos los banos publicos no estaban habilitados, solamente el de personas con discapacidad. Sugiero llevar abrigo, lonas y toallas; las reposeras tampoco vienen mal.",2 years ago,,,,0.0,115.0,172.0,True,"A magical place in Villa La Angostura to spend the day. It is a little complicated to find parking for your vehicle, but there is always something. There is kayak rental. At the time we went, the public bathrooms were not enabled, only those for people with disabilities. I suggest bringing a coat, tarps and towels; The lounge chairs dont hurt either.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e253124f6155b5f8c7693cc45d3a82db,5.0,Recomiendo ir a ver el atardecer.,2 years ago,,,,0.0,29.0,13.0,False,I recommend going to see the sunset.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,f5245f6a900498f7c0ac30250324986b,5.0,"Hermoso lugar, vale la pena visitarlo! Al igual que la Bahia Mansa que esta a pasos cruzando el itsmo. Hay varios muelles en las dos bahias y lugares para comer y negocios de artesanos para recorrer y llevarse algo lindo",2 years ago,,,,0.0,44.0,14.0,False,"Beautiful place, worth visiting! Like Mansa Bay, which is just steps away across the isthmus. There are several docks in both bays and places to eat and artisan businesses to visit and pick up something nice.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d5d5e952021dabb409d1743c41fa3fcf,5.0,Espectacular!!!!! Me encanta!!!!,2 years ago,,,,0.0,32.0,61.0,True,Spectacular!!!!! I love it!!!!,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e91f7a2537ca8db1e23b6554b37505fb,5.0,"Muy hermoso el lugar. En el sur cuando hace calor el sol es muy fuerte, yo recomendaria no ir tan temprano a la playa asi podes quedarte hasta mas tarde, cuando el sol baja un poco, ya que igual anochece muy tarde.",2 years ago,,,,0.0,79.0,30.0,True,"The place is very beautiful. In the south, when it is hot, the sun is very strong, I would recommend not going to the beach so early so you can stay until later, when the sun goes down a little, since it may get dark very late.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,8758fd1b5491ad2bb0c2fbba05af8e5d,5.0,"Excelente paseo en catamaran, hermoso paisaje. Montana, nieve, lago, bosque, alta combinacion!!! Soledad la guia turistica re buena onda, y explico todo muy bien. El maquinista y el marinero piolisimas!! Volveremos hacer el viaje a Isla Victoria!!",2 years ago,,,,0.0,21.0,78.0,True,"Excellent catamaran ride, beautiful scenery. Mountain, snow, lake, forest, great combination!!! Soledad, the tourist guide, is very cool, and explains everything very well. The engineer and the sailor are very cool!! We will make the trip to Victoria Island again!!",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,884d822665dd362a10a36d85dcad5499,5.0,"Hermoso lugar, experiencia unica",2 years ago,,,,0.0,198.0,317.0,True,"Beautiful place, unique experience",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d74614e2f3c53586cc18986828681dc6,5.0,"A place with all the magic of the Caribbean without palm trees, I still think that during our stay it was spring, summer, autumn and winter!! Sun and 27degC, rain, winds and snow!! All in one week!! Beautiful!!",2 years ago,,,,0.0,296.0,960.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6f240672626ccb6435d2547f81fdc0d5,5.0,Magico... lago montanas verde,2 years ago,,,,0.0,66.0,97.0,True,Magical... lake mountains green,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,4b654733c5ce5cec6667282ad9c4d861,5.0,"Un lugar muy hermoso. Agua cristalina! Recomendable. Si vienen con chicos, es ideal ya que tiene un gran tramo de agua que es bajita.",2 years ago,,,,0.0,67.0,42.0,True,"A very beautiful place. Clear water! Recommendable. If you come with children, it is ideal since it has a large stretch of water that is shallow.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,983448169f485daca84044a979a6b734,5.0,"Hermoso paseo en catamaran... el lugar es increible y muchas gracias a Roxana la senora q vende los pasajes en catamaran.. la verdad q muy buena persona, amable y dispuesta a ayudarnos en cada duda q se nos presentaba!! Mil gracias Roxana y a la familia Ruiz Marton",2 years ago,,,,0.0,258.0,275.0,True,"Beautiful catamaran ride... the place is incredible and many thanks to Roxana, the lady who sells the catamaran tickets... the truth is that she is a very good person, kind and willing to help us with every question we had!! Thank you very much Roxana and the Ruiz Marton family",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ccd599203d85f24aa25e17c480699f4d,5.0,Hermoso lugar .,2 years ago,,,,0.0,16.0,72.0,False,Beautiful place .,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b05568f665696a3251f9260ec2046bba,5.0,Muy lindo,2 years ago,,,,0.0,5.0,5.0,False,Very pretty,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3b0018c3baaecf912b799032cf4d078b,5.0,Caro...pero muy lindo,2 years ago,,,,0.0,179.0,300.0,True,Expensive...but very cute,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,bd2d3dc24730d90ad2626ac237a768ba,5.0,"Beautiful place, dont leave without a photo. But people have to be cleaner, its only our fault if the place is ruined.",2 years ago,,,,0.0,3.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d9474045f813d4b153d446accd5d0d61,5.0,Hermoso lugar.,2 years ago,,,,0.0,139.0,166.0,True,Beautiful place.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,03ba27f247098fbc188480cdb5c0c88f,5.0,"Hermoso lugar para tomar mates al sol en esta epoca de frio, genial. Lugar muy limpio y cuidado con un puesto sanitario.",2 years ago,,,,0.0,4.0,15.0,False,"Beautiful place to drink mates in the sun in this cold season, great. Very clean and well-kept place with a sanitary post.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,078f7d6b3dd9f66893deb6448c1f7498,5.0,"Bellisimo lugar en villa la angostura   super tranquilo , familiar y muy hogareno . Ideal para tomarte unos mates admirando el paisaje",2 years ago,,,,0.0,33.0,28.0,True,"Beautiful place in Villa La Angostura   super quiet, familiar and very homely. Ideal for having some mates while admiring the landscape",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6910c2345eebf1351bad179e470123b8,5.0,Bellisimas playas y nos embarcamos en el catamaran patagonia para ver parque nacional los arrayanes la guia una genia una mujer grande que se sabe todo,2 years ago,,,,0.0,80.0,79.0,True,"Beautiful beaches and we embarked on the Patagonia catamaran to see Los Arrayanes National Park. The guide was a genius, a great woman who knows everything.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,445c53fc8aca5203e8c55ade7884cc70,5.0,Bellisimo lugar para disfrutar del agua y el paisaje,2 years ago,,,,0.0,11.0,12.0,False,Beautiful place to enjoy the water and the landscape,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,77a02cb8e10cf759ee525b302b3f9de4,5.0,"Hermosa la playa, muy cuidada. El barco que sale hacia el bosque de Arrayanes es un paseo imperdible!",2 years ago,,,,0.0,41.0,13.0,False,"The beach is beautiful, very well maintained. The boat that leaves for the Arrayanes forest is an unmissable ride!",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,225e073346aab33fc942adc506e87ed2,5.0,Hermoso lugar,2 years ago,,,,0.0,42.0,137.0,True,Beautiful place,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,1a1f24b55174362886fd297d4539d7e7,5.0,"Hermosa vista, hay un bar con precios buenos, normales. Atencion ok.",2 years ago,,,,0.0,109.0,55.0,True,"Beautiful view, there is a bar with good, normal prices. Attention ok.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0fd24c02cb324db5d5d59eb8fe2b295a,1.0,,2 years ago,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,c31e1700eb9269a93e97c3021a1556d3,1.0,,2 years ago,,,,0.0,8.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,55f9a779e85c9217399df5cfdf9865c6,1.0,,2 years ago,,,,0.0,43.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,dff83a07ada1e98d57c0f061f42663a0,1.0,,2 years ago,,,,0.0,143.0,361.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,9a0969fdba20c29d9bd030a14c383929,1.0,,2 years ago,,,,0.0,23.0,50.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,23c94532eb1b6c39afd908132173a7eb,1.0,,2 years ago,,,,0.0,2.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,336c1a95ce8eb6617e067e6ad984cb19,5.0,"No hay nada para decir, con solo ver fotos del lugar ya esta todo dicho. Un hermoso lugar, con playa publica, grande y limpia. Excelente lugar de encuentro para pasar una manana o tarde con amigos o familia. Tiene un hermoso mirador al que se accede subiendo a una pequena montana, es un camino de 2k, con un sendero muy lindo y de facil acceso por el medio del bosque. Es el point!!!! Amamos VLA!!",2 years ago,,,,1.0,90.0,69.0,True,"There is nothing to say, just by seeing photos of the place everything is already said. A beautiful place, with a large, clean public beach. Excellent meeting place to spend a morning or afternoon with friends or family. It has a beautiful viewpoint that is accessed by climbing a small mountain, it is a 2k path, with a very nice and easily accessible path through the middle of the forest. Its the point!!!! We love VLA!!",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,7e8f83910a7c7948933875183cb367f7,5.0,"A wonderful place, I stared at the place without being able to believe what my eyes were seeing, I recommend visiting the place. In addition, there were several trunks or places where you could drink mate.",2 years ago,,,,1.0,12.0,14.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3fc8deaa3023e0385a3875637cabb988,5.0,"Me encanta visitar desde alli el bosque de arrayanes, es una bahia muy hermosa!",2 years ago,,,,0.0,84.0,170.0,False,"I love visiting the myrtle forest from there, it is a very beautiful bay!",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,08ed05ed8ee6c8c7308e598d946e52fd,5.0,"Muy linda playa, lago turquesa, catamaran, arboles, aire fresco. Me encanto. Para la excursion se puede ir en catamaran y volver caminando. Ambas son agradables. Volveria a repetir el bosque de arrayanes. Son como 6 horas pero vale la pena. Muy recomendable.",2 years ago,,,,0.0,53.0,10.0,True,"Very nice beach, turquoise lake, catamaran, trees, fresh air. I loved. For the excursion you can go by catamaran and walk back. Both are nice. I would repeat the myrtle forest again. Its like 6 hours but its worth it. Highly recommended.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,5397dea04aa02c603f768d6bcb70b439,5.0,"Una playa muy linda y tranquila, tiene estacionamiento a pocos metros...",2 years ago,,,,0.0,99.0,470.0,True,"A very nice and quiet beach, it has parking a few meters away...",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,fcb4e066d54892cb412822664193c9fd,5.0,Hermoso lugar para volver en cualquier estacion del ano,2 years ago,,,,0.0,17.0,70.0,False,Beautiful place to return to in any season of the year,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,29bebee82f4d5ee482266b12c56492cf,5.0,"Hermoso, con lugares para recrear y pasar el tiempo. Cerca del inicio del parque de arrayanes. Ideal para pasar un dia tranquilo.",2 years ago,,,,0.0,270.0,633.0,True,"Beautiful, with places to recreate and spend time. Near the beginning of the myrtle park. Ideal to spend a quiet day.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,effee569d7bfdd16e3057a57e1f06023,5.0,"Hermoso lugar, vine en verano y en primavera recomiendo muchisimo",2 years ago,,,,0.0,5.0,4.0,True,"Beautiful place, I came in summer and in spring I highly recommend",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,9fee49151c9664e6c88dbc86609caccf,5.0,"Lugar encantador para pasar el dia, cerca del puerto para embarcarse y llegar al bosque de Arrayanes.",2 years ago,,,,0.0,102.0,399.0,True,"Charming place to spend the day, near the port to embark and reach the Arrayanes forest.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,54e429dae1309f926baaff2cc61951d3,5.0,La 2 mas hermosa que visite este ano!! La amo! Hermosa creacion de Dios!,2 years ago,,,,0.0,4.0,25.0,False,The 2 most beautiful I visited this year!! I love her! Beautiful creation of God!,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,cb561528a4afe6c12bfd18f73353e0be,5.0,Sentarte a disfrutar unos mates en la playa de Bahia Brava viendo la puesta del sol no tiene precio...,2 years ago,,,,0.0,94.0,126.0,True,Sitting down to enjoy some mates on the beach of Bahia Brava watching the sunset is priceless...,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3123b4b26d46a8e62aa45bd1b82b0416,5.0,"Hermoso lugar, preciosos paisajes.",2 years ago,,,,1.0,149.0,194.0,True,"Beautiful place, beautiful landscapes.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a2a6e27689135ab203c3a7d543871df9,5.0,Playa de arena volcanica que  esta en un lugar paradiciaco del lago nahuel huapi hermoso  muelle donde descansa o tiene su lugar de aparque un cataman,2 years ago,,,,0.0,18.0,2.0,False,"Volcanic sand beach that is in a paradise place on Lake Nahuel Huapi, beautiful dock where a cataman rests or has its parking place.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2260151cd61b95946e8216eca0b87b57,5.0,"Belleza inigualable, buscar en la playa las piedritas pones y hacerlas flotar, la fija.... tiene magia",2 years ago,,,,0.0,171.0,384.0,True,"Unmatched beauty, looking for the pebbles you put on the beach and making them float, the fixed one.... it has magic",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,5a860866aa5176cb218a40f4417cef94,5.0,Hermoso lugar! Super tranquilo. De aqui salen los barcos al bosque de arrayanes.,2 years ago,,,,1.0,111.0,361.0,True,Beautiful place! Super calm. From here the boats leave for the myrtle forest.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0dd1196bff58a55a5dd6f97db3eee9fc,5.0,Muy buena playa .. hermosas vistas.. Abrigate siempre hay viento pero vale la pena.,2 years ago,,,,0.0,92.0,82.0,False,"Very good beach.. beautiful views.. Dress warmly, its always windy but its worth it.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e18897bc9be1b6659702c632763ead2d,5.0,"Hermoso lugar, lleno de naturaleza y vistas que parecen postales. De aca sale la excursion al bosque de arrayanes.  Imperdible!",2 years ago,,,,0.0,313.0,101.0,True,"Beautiful place, full of nature and views that look like postcards. From here the excursion to the myrtle forest departs. Safety pin!",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,493c83aaef227d39f70b0792b6cb76f3,5.0,"Amo mi lugar falta algunos troncos para sentarse algun mirador cubierto o alguna clase de ventanal pero , el resto es hermoso",2 years ago,,,,0.0,14.0,8.0,True,"I love my place, there are some trunks missing to sit on, a covered gazebo or some kind of window, but the rest is beautiful",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,61597166d11e11934709ed6b9314f360,5.0,"Hermoso como siempre,  vamos asiduamente, hacia casi 2 anos,  que por la pandemia  , no podiamos  llegar....",2 years ago,,,,0.0,55.0,13.0,False,"Beautiful as always, we go regularly, almost 2 years ago, because of the pandemic, we couldnt get there....",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,227a9a625083ada4658b21f202b741e2,5.0,Excelente! Muy lindo lugar para disfrutar todo el ano,2 years ago,,,,0.0,21.0,,False,Excellent! Very nice place to enjoy all year round,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3b35eba9ec28341f1197f13ecdfee42c,5.0,"Mi opinion no es objetiva ya q amo la montana,si pudiera viviria en esos lugares.",2 years ago,,,,0.0,36.0,1.0,False,"My opinion is not objective since I love the mountains, if I could I would live in those places.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,cb7830d27f0d13f98cc0baac502b10a0,5.0,Hermoso lugar para visitar,2 years ago,,,,0.0,115.0,11.0,True,Beautiful place to visit,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c4863859c3c2d98463a003b4f75d02da,5.0,"Bello lugar, imposible no  parar, lugar para tomar sol, una cerveza o unos mates, muy tranquilo",2 years ago,,,,0.0,82.0,63.0,True,"Beautiful place, impossible not to stop, place to sunbathe, a beer or some mate, very quiet",,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,bbc464c90c7a8e1c4dcd9350a6d5dae8,5.0,Espectacular paisaje....mucha tranquilidad...y un lugar para el ocaso,2 years ago,,,,0.0,35.0,,False,Spectacular landscape....lots of tranquility...and a place for the sunset,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6d9401555026b2440f11a62d0257725c,5.0,Hermoso lugar y tranquilidad,2 years ago,,,,0.0,158.0,88.0,True,Beautiful place and tranquility,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,10c89117c20bbda6a72bdd6b35e340e5,5.0,Hermoso lugar acompanado por un dia impresionante!!!,2 years ago,,,,0.0,10.0,2.0,False,Beautiful place accompanied by an impressive day!!!,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,84f79b59a95b7740aa758ddfe442ff95,5.0,"What a beautiful landscape in Villa La Angostura! Not to be missed, even if it is a mini stop or to spend some time.",2 years ago,,,,0.0,74.0,10.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
