Fecha,Usuario,Descripción,Vistas,Hashtags,Origen
2022-7-6,cielo_salas,🙈 No puedo más con loq mendijieron #fypシ #parati #baile #enpublico #reacciones,57800,#fypシ #parati #baile #enpublico #reacciones    ,bahia_brava
2022-12-2,leaigounet,"Recorro una ciudad donde abunda el básquet, la joda y hasta tienen un premio Nobel en Medicina: La ciudad de Bahía Blanca 🏀🏃🏽‍♂️",718000,    ,bahia_brava
2024-1-11,martiaarias,💘 #ñandubaysal #gualeguaychu #amigas #verano #playa #playasargentinas #fyp,22600,#ñandubaysal #gualeguaychu #amigas #verano #playa #playasargentinas #fyp ,bahia_brava
2024-1-23,turismovla,Navegamos un ratito por Bahía Manzano? #villalaangostura🇦🇷 #patagonia #veranoenvla,1258,#villalaangostura🇦🇷 #patagonia #veranoenvla ,bahia_brava
2024-1-19,alexander.ruizdiaz,Comenten barrios peligrosos 👀,1600000,,bahia_brava
2023-12-18,actualidadrt,“Dos horas de una película de terror”: Testigos cuentan sobre la mortal tormenta en Argentina,178000,         ,bahia_brava
2023-10-23,jairoherrera799,Villa de mi vida ❤🤍 #VillaCubas,6092,#VillaCubas,bahia_brava
2023-11-26,leandrooahumada,VILLA DE MI VIDAAA🦁🇦🇹🎺🥁#VILLACUBAS #elmasgrandelejos,18900,#VILLACUBAS #elmasgrandelejos,bahia_brava
2022-8-24,eugostummm_oficial,Feliz de mais pelo carinho além do mais na fé de Deus agente chega lá … né Ivete obrigado pelo carinho eu gostummm,4700000,       ,bahia_brava
2024-4-11,la_col74,jajaja #viral #fypシ゚viral #comutr⚡️ #74 #bahiablanca #argentina #xyzbca,305,#viral #fypシ゚viral #comutr⚡️ #74 #bahiablanca #argentina #xyzbca   ,bahia_brava
2024-1-10,diarioinforama,¿Cuál es la mejor hinchada del clásico catamarqueño? San Lorenzo y Villa Cubas dejaron al rojo vivo la definición y este jueves 11 se conocerá al clasificado al Regional Federal Amateur. En la previa la pregunta es: ¿qué hinchada tiene mas aguante? #villacubas #sanlorenzodealem #catamarca,46600,,bahia_brava
2024-1-13,maximosoliler,,18900,,bahia_brava
2024-3-30,leticiapanarr,,12400000,,bahia_brava
2023-3-26,candescolnik,Ser campeón en Argentina descripción gráfica. #scaloneta #parati #dibumartinez,180400,#scaloneta #parati #dibumartinez  ,bahia_brava
2023-12-17,expresonews,#tornado #bahiablanca #clima #tormenta #argentina #buenosaires #ahora #urgente,3300000,#tornado #bahiablanca #clima #tormenta #argentina #buenosaires #ahora #urgente     ,bahia_brava
2023-12-28,presentadobeni,#taravehapakova,25300,#taravehapakova,bahia_brava
2021-8-30,turismovla,"Disfutando de este paisaje perfecto, desde el muelle de Bahía Manzano, después de la última nevada. 🌨🤍Te gustaría estar acá? 🏔 #v",1842,,bahia_brava
2023-12-25,leandros.benitez,Areko 4 Kuña del gran @quemilyambay al estilo de @confluencia_chamamecera !!! #paraguay🇵🇾,14300,#paraguay🇵🇾                                                   ,bahia_brava
2024-2-7,leticiapanarr,Acho que ela nao gostou dessa vez,17300000,,bahia_brava
2021-10-10,nachoarg3,#paraguay🇵🇾 #Chile,43700,#paraguay🇵🇾 #Chile,bahia_brava
2024-04-22,marcosancaten82,Dale campeón Dale campeón vamos Boca todavía 💙 💛 Neuquén capital 💪,344,,bahia_brava
2024-4-9,ph_lautim,🫶🏻📸 #guarani #mitre #posadasmisiones #fotografia #futbol #fypシ #parati,9100,#guarani #mitre #posadasmisiones #fotografia #futbol #fypシ #parati,bahia_brava
2023-10-29,futbolcatamarca,Debut con goleada de San Martin con un desdibujado Villa Dolores en la primera fecha del Regional.,2369,    ,bahia_brava
2023-11-9,flying_explorer_,"📍Las Ruinas de Gordejuela, Tenerife, Canary Islands 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇨 Na pierwszy rzut oka wygląda jak opuszczony zamek, zaklęta rezydencja lub tajemnicze schronienie piratów... Stuletnie ruiny windy wodnej Gordejuela, na wybrzeżu Los Realejos, przypadkowo stały się nową atrakcją turystyczną w mieście, gdy zdjęcia i filmy z tego malowniczego zakątka zostały udostępnione na całym świecie za pośrednictwem mediów społecznościowych. Przez dziesięciolecia ruiny windy pozostawały zapomniane i praktycznie nieznane spoza Los Realejos. Zaczęły zyskiwać popularność w wyniku przygotowania szlaku turystycznego wzdłuż pobliskiej Rambla de Castro przez radę miejską i Cabildo. Trasa ta łączy to naturalne otoczenie z Playa Los Roques i dzielnicą Punta Brava w Puerto de la Cruz. W połowie drogi znajdują się ruiny Gordejuela, na dnie stromego wąwozu, przylegające do klifu, na prawie dzikiej plaży La Fajana. Przygotowanie ścieżki wzdłuż tego wybrzeża, o wielkiej przyrodniczej i krajobrazowej urodzie, natychmiast przyciągnęło zarówno turystów, jak i mieszkańców wyspy, do tego stopnia, że Rambla de Castro jest obecnie jednym z najczęściej odwiedzanych zakątków Teneryfy. W wyniku rosnącej popularności szlaku szybko pojawił się efekt ekspansji mediów społecznościowych, gdzie spektakularne krajobrazy Castro i Gordejuela są stałym tłem różnego rodzaju reportaży i filmów. [ENG below] At first glance it looks like an abandoned castle, an enchanted mansion, or the secret lair of a pirates... The centuries-old ruins of the Gordejuela water lift, on the Los Realejos coast, have unintentionally become a new tourist attraction in the town, since photos and videos of this evocative corner have been shared around the world through social networks. . . . .",949,                         ,bahia_brava
2024-04-22,juanangelbenitezv,#parati #fiesta #Brahma #asunciónparaguay🇵🇾❤️😎,448,#parati #fiesta #Brahma #asunciónparaguay🇵🇾❤️😎,bahia_brava
2023-10-1,fercho23_99,"La Villa 31 unos de los Barrios más peligrosos de Buenos Aires, Argentina 🇦🇷. #argentina🇦🇷",11500,#argentina🇦🇷   ,bahia_brava
2022-10-19,soyfernandoayala,#viral #paraguay #humor,3135,#viral #paraguay #humor,bahia_brava
2022-10-16,marialuzfrank7,que hombre😍 #eckoshow #ecko #boliche #cordoba🇦🇷 #argentina🇦🇷 #cordobaargentina,1028,#eckoshow #ecko #boliche #cordoba🇦🇷 #argentina🇦🇷 #cordobaargentina ,bahia_brava
2022-9-18,jorge_vilchez_fotos,#Kongaz #LaKonga #sunchales #santafe 🥳🎵 Video: #PedritoOcaña,3187,#Kongaz #LaKonga #sunchales #santafe #PedritoOcaña,bahia_brava
2024-4-3,aaron___212,@naiki #paysandu #uruguay #alma #uruguay🇺🇾 #parati epicoo,4720,@naiki #paysandu #uruguay #alma #uruguay🇺🇾 #parati,bahia_brava
2021-11-25,sanmartindetucuman__,San Martín de Tucumán 3 vs Gimnasia de Mendoza 1// Primera Nacional 2021 #parati,1900000,#parati      ,bahia_brava
2024-2-2,benjaeortiz23,Fua el Paysa 🤩 💙🤍 #juvenilesauf #juvenilesA #paysandufc #paysafc,26600,#juvenilesauf #juvenilesA #paysandufc #paysafc    ,bahia_brava
2023-12-17,user9kt59xuwqz,"Bahía Blanca, después del trágico temporal: una ciudad arrasada y el encuentro de Milei con Kicillof El Presidente y el Gobernador bonaerense estuvieron en la ciudad donde una tormenta causó 13 muertes. Hay 14 personas internadas, 6 de ellas heridas de gravedad. Y 600 evacuados",85300,,bahia_brava
2023-12-15,mexpoma,#argentina #javiermilei #milei #libertaddeexpresion 🇲🇽 # #nike #jesus,536,#argentina #javiermilei #milei #libertaddeexpresion #nike #jesus                                       ,bahia_brava
2023-11-5,vivaperonbuenasnoticias,#Massa engalanando el programa del pelele de #majul #vivaperon #elecciones2023,2052,#Massa #majul #vivaperon #elecciones2023                       ,bahia_brava
2022-8-30,celesteiann,#bahiablanca #bahiablancaargentina #diariodelaservilleta #libros #bahiablanca🇦🇷❤,42600,#bahiablanca #bahiablancaargentina #diariodelaservilleta #libros #bahiablanca🇦🇷❤  ,bahia_brava
2023-12-2,cazasdeaveslarioja1,,1578,,bahia_brava
2021-8-13,turismovla,Momentos únicos que fuimos viviendo en este invierno maravilloso!⛷🏔🍴🍻🥾☕️#,2765,  ,bahia_brava
2024-2-25,marti_casas,Soñado🤯🤩 #villalaangostura #puertovilla #bahiabrava🇦🇷 #travel,861,#villalaangostura #puertovilla #bahiabrava🇦🇷 #travel,bahia_brava
2023-11-7,cazasdeaveslarioja1,,3380,,bahia_brava
2024-3-23,leticia_lvr,"• DIA 01: Alugamos um carro no Aeroporto de Bariloche e fomos até San Martín de Los Andes. Nesse mesmo dia fomos até a Playa Yuco. •DIA 02: fizemos metade da Rota dos 7 Lagos. Saímos de San Martín de los Andes e passamos por: Lago Falkner, Lago Escondido, Lago Villarino, Lago Machonico, Mirador del Barranco, Cerro Chapelco, Catritre, Mirador Lolog •DIA 03: fizemos o restante Rota dos 7 Lagos, passando por: Mirador Pil Pil, Lago Correntoso, Lago Espejo, Rio Correntoso, Villa Angostura, Bahia Brava, Bariloche, Cerro Otto •DIA 04: Circuito Chico paramos em: Playa Sin Viento, Punto Panorâmico, Puente Arroyo La Angostura, Mirador Bahía Lopez, Muelle Lago Escondido, Sendero de Los Arrayanes, Cerro Campanario •DIA 05: Cerro Tronador, fizemos todo o percurso até o Mirador de La Cascada Garganta Del Diablo •DIA 06: Puerto Blest por excursão, mas não recomendo fazer no verão 🥺 •DIA 07: tiramos esse dia para descansar e andar pelo centro de Bariloche.",2100, ,bahia_brava
2024-2-26,delrioalmundo,podemos admitir que Villa La Angostura es de los mejores lugares de Argentina? 😍,17400,    ,bahia_brava
2022-5-3,valenfullcane,Aguante ARGENTINAAA 🇦🇷,2400000,,bahia_brava
2023-2-21,delfifernandez913,@Franco Gomez🔥 #francogomez #corso #sanfrrnando #sanfernando,607000,@Franco Gomez🔥 #francogomez #corso #sanfrrnando #sanfernando,bahia_brava
2024-2-4,jessicamartinez774,ecofest#cdepy🇵🇾 #2024 #Barbara Labres#💃💃,8921,#cdepy🇵🇾 #2024 #Barbara #💃💃,bahia_brava
2021-10-26,turismounido.arg,¿Cual más agregarías? 😍Seguimos en Instagram 👉 @turismounido.arg@boletoalafelicidad 📸 #t,456000,    ,bahia_brava
2023-10-13,manaosport.cl,,16200,,bahia_brava
2023-12-1,cazasdeaveslarioja1,,415,,bahia_brava
