Fecha,Feriado,place_id_dataGoogleMaps,place_name_dataGoogleMaps,review_id_hash_dataGoogleMaps,rating_dataGoogleMaps,review_text_dataGoogleMaps,published_at_dataGoogleMaps,response_from_owner_text_dataGoogleMaps,response_from_owner_ago_dataGoogleMaps,response_from_owner_date_dataGoogleMaps,review_likes_count_dataGoogleMaps,total_number_of_reviews_by_reviewer_dataGoogleMaps,total_number_of_photos_by_reviewer_dataGoogleMaps,is_local_guide_dataGoogleMaps,review_translated_text_dataGoogleMaps,response_from_owner_translated_text_dataGoogleMaps,Ciudad_dataClima,Latitud_dataClima,Longitud_dataClima,Forecast_dataClima,Temperatura Promedio (°C)_dataClima,Temperatura Maxima (°C)_dataClima,Temperatura Minima (°C)_dataClima,Precipitación (mm)_dataClima,Nieve (cm)_dataClima,Humedad(%)_dataClima,Visibilidad (km)_dataClima,Velocidad Viento(m/s)_dataClima,Amanecer (s)_dataClima,Atardecer (s)_dataClima,Forecast Time_dataClima,Usuario_dataTiktok,Descripción_dataTiktok,Vistas_dataTiktok,Hashtags_dataTiktok,Origen_dataTiktok
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,01900b2be0800671507b9708c5bf0c1c,5.0,,a year ago,,,,0.0,4.0,1.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1f077b81eff68af0adb3b4066359b9a4,5.0,,a year ago,,,,0.0,42.0,54.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f32769734c06cc173be25be9ac6ed0a9,5.0,,a year ago,,,,0.0,19.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,c4ce8cbc733147eff060046442a5067b,5.0,,a year ago,,,,0.0,7.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,624175c403c9a673b132ba9664d6ce7f,5.0,,a year ago,,,,0.0,11.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,a65f555a953f1254eb04ce37288402c2,5.0,,a year ago,,,,0.0,30.0,105.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1b36e7c5346647544a2053edbec1c0c4,5.0,,a year ago,,,,0.0,7.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,5f5ecb3fa31566ef7051e462d200af67,5.0,,a year ago,,,,0.0,60.0,35.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,70d88f82f57c064def46dde4c3ce05a3,5.0,,a year ago,,,,0.0,35.0,49.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,b39b47121eb9c600b1e45005bd14391b,5.0,,a year ago,,,,0.0,9.0,3.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,a3d8b4759f27f50c9f90cd60e46d7798,5.0,,a year ago,,,,0.0,4.0,213.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,7f43a0b9282f5e6f6e3ccf9ee90884b2,5.0,,a year ago,,,,0.0,26.0,29.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,33d358c21bb74671d9433bc3540306a8,5.0,,a year ago,,,,0.0,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,2eaaff27ac4c97f1322b6efa668b5e11,5.0,,a year ago,,,,0.0,4.0,12.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,94b9fbee6ebf95fba911ab74da83f79c,5.0,,a year ago,,,,0.0,37.0,1.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0a92f06dbffc71e98dbf9fc1da4be2e2,5.0,,a year ago,,,,0.0,6.0,4.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,42dfa96f89d934eb2c06ecaca8be75b9,5.0,,a year ago,,,,0.0,74.0,535.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,28669e49168a7fdd995c22ebf01566cc,5.0,,a year ago,,,,0.0,8.0,19.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,d9cc153535b758489490728a6fdf3c07,5.0,,a year ago,,,,0.0,4.0,50.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,3c04c291a7ab9771c2d42cc3f7fbac24,5.0,,a year ago,,,,0.0,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,13412fcd288add57786eb4bf55ffddc6,5.0,,a year ago,,,,0.0,71.0,9.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,97ced23abf19858984cf8e4acc2686ca,5.0,,a year ago,,,,0.0,17.0,2.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,b584bf5641c8408b6967f83b9731c5e8,5.0,,a year ago,,,,0.0,150.0,68.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,17b10af0755faadf7df57d531e69d5bf,5.0,,a year ago,,,,0.0,9.0,48.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,cb6ce2f9922bcede6b205da575aebef5,5.0,,a year ago,,,,0.0,9.0,269.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0e1bac82d553b8188abf92635cc087be,4.0,"Precioso el lugar!!! Rodeado de tanta naturaleza.... lago con aguas turquesas, transparentes, las montanas con esos distintos tonos de verde y el inmenso cielo azul celeste con el calido brillo del sol ... es una gran belleza para disfrutar a pleno en familia o con amigos !! Nos encanto Bahia Mansa!!",a year ago,,,,1.0,160.0,124.0,True,"Beautiful place!!! Surrounded by so much nature.... lake with turquoise, transparent waters, mountains with those different shades of green and the immense azure blue sky with the warm glow of the sun... it is a great beauty to fully enjoy with family or with friends !! We loved Bahia Mansa!!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0af18a563011ab56fd73648dc8ff0ef2,4.0,Hermoso lugar! En Bahia mansa se pueden alquilar Kayaks y esta a pocos metros de la zona gastronomica y tambien de Bahia Brava. No pongo 5 estrellas porque es terrible la invasion de chaquetas amarillas que hay y su picadura es muy dolorosa,a year ago,,,,2.0,26.0,77.0,True,Beautiful place! In Bahia Mansa you can rent Kayaks and it is a few meters from the gastronomic area and also from Bahia Brava. I dont give 5 stars because the invasion of yellow jackets is terrible and their bite is very painful.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,75e3d6bb18a370c9a247037721e27439,4.0,"Es una playita chica pero bastante bonita, cerca de la entrada del Parque Nacional los Arrayanes, en Villa la Angostura. Cuando fuimos el agua estaba muy helada, no se si siempre es tan asi. Muy cerca esta Bahia Brava, que de brava tiene solo el nombre, y me gusto un poco mas. Incluso el agua alli estaba menos fria. Te recomiendo visitar ambas, pero quedarte mas tiempo en la Brava.",a year ago,,,,0.0,24.0,25.0,False,"It is a small but quite pretty beach, near the entrance to the Arrayanes National Park, in Villa la Angostura. When we went the water was very cold, I dont know if its always like that. Very close is Bahia Brava, which only has its name as brava, and I liked it a little more. Even the water there was less cold. I recommend you visit both, but stay longer in Brava.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,ffb1957f32c146e395993cc072e7edd9,4.0,Muy lindo!! Estuvimos ahi toda la tarde. La playa de estacionamiento estaba llena pero para nuestra sorpresa la bahia no tan colapsada. Esta pegada al muelle que conduce al bosque de los Arrayanes y probablemente por eso tantos autos en la zona!! Recomiendo este lugar!,a year ago,,,,0.0,8.0,9.0,False,Very pretty!! We were there all afternoon. The parking lot was full but to our surprise the bay was not so crowded. It is attached to the pier that leads to the Arrayanes forest and that is probably why so many cars in the area!! I recommend this place!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,8107447b42259e40e630130a17747562,4.0,Precioso. Excelentes vistas. Incluso pudimos ver el arcoiris desde ahi. Muy limpio excepto por los cigarrillos que tira la gente irresponsable.,a year ago,,,,0.0,79.0,810.0,True,Precious. Excellent views. We could even see the rainbow from there. Very clean except for the cigarettes that irresponsible people throw away.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,36959577727302162088e104ae2bf73f,4.0,"Gran lugar para pasar el dia, tenes la playita y diferentes actividades para hacer. Tambien hay un parador de artesanos y al lado restos para comer.",a year ago,,,,0.0,23.0,58.0,True,"Great place to spend the day, you have the beach and different activities to do. There is also a craftsmens hostel and nearby restaurants.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,9599d337739f00ad8b03a7edb772026d,4.0,"Bueno si te pongo otro paisaje despues de una hora no sabrias de donde procede.. sitio como otros tantos, nada que resaltar. bonito, si. servicios adecuados, si. pero no emociona ni te cambia el espiritu.",a year ago,,,,0.0,588.0,3617.0,True,"Well, if I give you another landscape, after an hour you wouldnt know where it came from... a place like many others, nothing to highlight. nice, yes. adequate services, yes. but it does not excite or change your spirit.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f178fc6c556f479d3342ed6d11fd6e02,4.0,"Lindo lugar para tomar unos mates, asi como para apreciar en paisaje. Desde ahi, estas a un paso para entrar al parque nacional arrayanes, y hacer un sendero muy lindo de 12 kms hasta el bosque de arrayanes",a year ago,,,,0.0,87.0,207.0,True,"Nice place to have some mates, as well as to appreciate the landscape. From there, you are just a step away from entering the Arrayanes National Park, and taking a very nice 12 km trail to the Arrayanes forest.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,01b5c6f2164b626d857fd66f687d5e82,4.0,"Desde ese lugar , partimos hacia el Bosque de Arrayanes . Se consigue los mejores precios .....lo recomiendo , si quieren visitar el bosque .  Un paisaje increible!",a year ago,,,,0.0,216.0,683.0,True,"From that place, we leave for the Arrayanes Forest. You get the best prices...I recommend it, if you want to visit the forest. An incredible landscape!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0ebc023545b76fe3dec1342fcece1e14,4.0,"Beautiful place! (2019) I returned this year, ideal to go with the family.",a year ago,,,,1.0,25.0,57.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,ce31650fbafe1eacf74e946df04e9e05,4.0,Lugar super tranquilo. Con variedad de atracciones y actividades acuaticas. El agua es muy fria pero aun asi hay quienes disfrutan de ella. Es apto para el ingreso al lago.,a year ago,,,,0.0,24.0,4.0,True,Super quiet place. With a variety of attractions and water activities. The water is very cold but there are still those who enjoy it. It is suitable for entering the lake.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,c304727a61dc1c4c6d0d16d114bf2dbb,4.0,"Hermosa vista desde cualquier angulo que se lo vea. Hay banos publicos, estacionamiento gratis, locales para sentarse a comer, tambien hay opcion de contratar servicio de traslado en barco hasta bosque de arrayanes, hay alquiler de bicicletas para recorrer todo el sendero por tierra que son 12 km solo la ida. Se puede adquirir la entrada al parque nacional via on line en la pagina oficial de parques nacionales. Tambien esta la opcion gratis del sendero de los miradores que son entre 2 y 3 km. Hay para todos los gustos. Los botecitos con pedales estaban pero el muchacho que alquilaba no estaba todavia. Me dijeron que no tiene horario fijo.",a year ago,,,,0.0,92.0,60.0,True,"Beautiful view from any angle you see it. There are public bathrooms, free parking, places to sit down to eat, there is also the option of hiring a boat transfer service to the myrtle forest, there is bicycle rental to travel the entire path by land, which is 12 km one way. You can purchase entry to the national park online on the official national parks website. There is also the free option of the viewpoint trail, which is between 2 and 3 km. There is something for everyone. The little pedal boats were there but the boy who rented them was not there yet. They told me they dont have fixed hours.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,fc83f17b9940436ec46b34e967595b34,4.0,"Beautiful place, super crystal clear water... Many nautical activities to implement... The only bad thing is the part of the beach you go to, there are a lot of stones, it is recommended to wear shoes... Then you are off.",a year ago,,,,0.0,102.0,112.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,609671142a61f22abc6e1eec44414dba,4.0,Bahia donde se agarra el Catamaran para salir a Bosque de los Arrayanes. Linda tambien para pasear.,a year ago,,,,0.0,32.0,77.0,True,Bay where you take the Catamaran to go out to Bosque de los Arrayanes. Also nice to walk.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,2ebd6cad375b6f43f8a94ca3cd203185,4.0,"Muy lindo lugar, aguas claras",a year ago,,,,0.0,237.0,654.0,True,"Very nice place, clear waters",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,fff7453ba31154f75456de78cea11809,4.0,"Lugar acogedor y bien atendido, para pasar lindos momentos con cosas ricas",a year ago,,,,0.0,50.0,50.0,True,"Cozy and well attended place, to spend beautiful moments with delicious things",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,94e49324f0e7c79a736071f78fee51f9,4.0,"Se puede llegar caminando o en bici desde el centro de VLA, acceso gratuito.",a year ago,,,,0.0,29.0,36.0,True,"It can be reached on foot or by bike from the center of VLA, free access.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,ea9b905484473af2346f9f2a91b41eee,4.0,Llegamos en excursion fue una parada rapida para sacar fotos. Hermoso y tranquilo lugar.,a year ago,,,,0.0,600.0,1524.0,True,"We arrived on an excursion, it was a quick stop to take photos. Beautiful and quiet place.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,813b5b6eefc683f830d633006cf4e970,4.0,"El lugar es una maravilla natural. Los dias de semana es mas tranquilo que los fines que esta bastante lleno. Hay restaurantes y alguna que otra cafeteria para comer y tomar algo. Esta bien senalizado y hay banos publicos. Es un lindo circuito para ir con ninos pequenos. Lo unico criticable es que la zona del estacionamiento era un caos. Al no haber parcelas delimitadas muchos autos quedaron atrapados por otros que estacionaron mal, el estacionamiento es gratuito pero nadie controla.",a year ago,,,,0.0,59.0,,True,"The place is a natural wonder. On weekdays it is quieter than on weekends when it is quite crowded. There are restaurants and the occasional cafeteria to eat and have a drink. It is well signposted and there are public bathrooms. It is a nice circuit to go with small children. The only thing to criticize is that the parking area was chaos. Since there were no delimited plots, many cars were trapped by others who parked incorrectly. Parking is free but no one controls it.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,82e68a2ea6684993303b2349a73a1b38,4.0,"Hermoso lugar, tranquilo",a year ago,,,,0.0,248.0,214.0,True,"Beautiful place, quiet",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,8f90447eb8134712007d2634b5d3d9fa,4.0,Punto obligado para llevarse un recuerdo del hermoso paisaje.,a year ago,,,,1.0,193.0,177.0,True,A must-see to take home a souvenir of the beautiful landscape.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,19dc9d00b027e4f0c4543ac4c5982487,4.0,Muy lindo lugar,a year ago,,,,0.0,241.0,308.0,True,Very nice place,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f8d83644886acbd4f27e1bb7f89ff052,4.0,"Excellent views, great little walk. We enjoyed a boat ride to the end of the peninsula, then hiked back. I would do that again if I had the choice.",a year ago,,,,0.0,95.0,71.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,36bec0c43e6b7b9355eecd7091b69b56,4.0,"El lago era un espejo, agua fria para enero, poca gente, muy tranquilo, y quienes visitan el lugar tienen esa filosofia de tranquilidad y disfrutar, hay que ir temprano para no volverse loc@ con el estacionamiento, los tours de navegacion son caros, esta a 2 pasos de la entrada al bosque de arrayanes. Recomiendo mucho este lugar",a year ago,,,,0.0,10.0,,False,"The lake was a mirror, cold water for January, few people, very quiet, and those who visit the place have that philosophy of tranquility and enjoyment, you have to go early to avoid going crazy with parking, the boating tours are expensive, It is 2 steps from the entrance to the myrtle forest. I highly recommend this place",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,147f294279ef154036163904177b6f84,4.0,"Un lugar muy hermoso y tranquilo, al igual que la bahia brava. Imperdible en villa la angostura. El unico problema fue que no encontramos bano publico. Se encuentra a 4 km de villa la angostura.",a year ago,,,,0.0,15.0,,False,"A very beautiful and quiet place, just like Brava Bay. Not to be missed in Villa La Angostura. The only problem was that we didnt find a public bathroom. It is located 4 km from Villa La Angostura.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,14cfed78552397e8ab7ccad719f3f1c9,4.0,Un lindo lugar para disfrutar el entorno natural o subirse al catamaran hacia el bosque de arrayanes (servicio muy caro para mi gusto: 9000 argentinos ida y vuelta u 8000 argentinos un solo tramo).,a year ago,,,,0.0,42.0,279.0,True,"A nice place to enjoy the natural environment or get on the catamaran to the myrtle forest (very expensive service for my taste: 9,000 Argentines round trip or 8,000 Argentines for a single leg).",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,b62c3332c63b2a2f006b8d1723995a66,4.0,"Increible paisaje... Quiza falta un poco de cuidado hacia los visitantes, explicandoles detalles de la travesia y que haya manera de solicitar ayuda si llegara a suceder algun imprevisto.",a year ago,,,,0.0,11.0,53.0,False,"Incredible landscape... Perhaps there is a lack of care towards visitors, explaining details of the journey and having a way to request help if something unforeseen were to happen.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
